Date,iv_call,skewness_call,kurtosis_call,iv_put,skewness_put,kurtosis_put,RSI,K,D,KDminus,macd,macd_signal,macd_hist,ma5,ma20,returns,returns_
2018-11-01,0.006411983601471359,-0.5673500942681873,0.35931326949827025,0.007796702486393259,-0.1970026710164138,0.9174034148225378,41.94791146182466,75.13433012872873,49.68650259290169,25.447827535827045,-270.889893142401,-274.3063078568917,3.4164147144907133,9635.696094000003,9947.66054690001,0.0,0.0
2018-11-02,0.005632898155988518,-1.5274652386091592,0.36093523332297844,0.007796702486393259,-0.1970026710164138,0.9174034148225378,45.00943655475641,98.23347970033224,74.82311650428893,23.410363196043306,-242.6615986283814,-267.97736601118964,25.315767382808247,9719.178125200002,9907.04453130001,0.006262850341494812,1.0
2018-11-05,0.00020800025924352786,-3.0,10.0,0.007796702486393259,-0.1970026710164138,0.9174034148225378,44.317688857774684,96.9171620071644,90.09499061207514,6.822171395089271,-219.11863648060717,-258.20562010507314,39.08698362446597,9793.8759766,9875.679003950008,-0.0016952858616300591,0.0
2018-11-06,0.007004585121336977,0.12810010082990847,1.8218517755868688,0.007796702486393259,-0.1970026710164138,0.9174034148225378,41.620486269033066,90.11878133964917,95.08980768238195,-4.97102634273277,-203.35018452459371,-247.23453298897726,43.88434846438355,9853.6439452,9844.13002930001,-0.006579802115133003,0.0
2018-11-07,0.028638487389779706,-0.7319181331858967,2.96028692339154,0.007502092069874719,-0.2854809355448955,1.1968900945272913,46.212436146885935,89.29865697844112,92.11153344175158,-2.8128764633104595,-182.02565854738168,-234.19275810065815,52.16709955327647,9874.887890399998,9816.20600585001,0.008452708000160096,1.0
2018-11-08,0.0071268500878975865,-0.18630843789569856,0.9307372732819947,0.007433661952835711,-0.31239558581658144,1.2857843079130589,48.18289284464564,80.66644004615601,86.69462612141545,-6.028186075259441,-160.29566941369558,-219.41334036326563,59.117670949570055,9895.0017576,9823.16596675001,0.0037232434951504473,0.0
2018-11-09,0.007796702486393259,-0.1970026710164138,0.9174034148225378,0.007117032237753933,-0.4773024039147724,1.825663073340284,42.84171002162902,62.685233676898456,77.55011023383189,-14.864876556933432,-150.64172303928535,-205.6590168984696,55.017293859184235,9879.685741999998,9812.37597655001,-0.011661112378691184,0.0
2018-11-12,0.023686537571613923,-0.7253614574437384,1.910066052437671,0.007796702486393259,-0.1970026710164138,0.9174034148225378,42.913570360266206,39.073450321494306,60.808374681516284,-21.734924360021978,-141.26563299621012,-192.7803401180177,51.51470712180759,9867.9658202,9808.880468750009,0.0001220875427014822,1.0
2018-11-13,0.0232335953908774,-1.1185297208385998,1.7966931620360242,0.007796702486393259,-0.1970026710164138,0.9174034148225378,40.359858707713585,29.053436914739923,43.604040304377584,-14.550603389637661,-136.72681813059535,-181.56963572053323,44.84281758993788,9858.14375,9798.617480500008,-0.005647995465115841,0.0
2018-11-14,0.019484993860057163,-1.8237689998301014,1.2301951092893417,0.007796702486393259,-0.1970026710164138,0.9174034148225378,41.46074618400695,36.973506842219585,35.033464692817965,1.94004214940162,-130.33307894949394,-171.32232436632538,40.98924541683144,9834.8498048,9789.254492250007,0.0016394391187559377,1.0
2018-11-15,0.025296470548291886,-0.23226216305732605,0.7043671925218313,0.007796702486393259,-0.1970026710164138,0.9174034148225378,43.89633843253422,51.0090317404412,39.011991832466926,11.997039907974276,-121.07993714151416,-161.27384692136314,40.19390977984898,9811.079883000002,9782.890966850007,0.00352528441115151,1.0
2018-11-16,0.007796702486393259,-0.1970026710164138,0.9174034148225378,0.001,2.999998057062588,10.0,42.26694295143807,60.86897243328667,49.61717033864918,11.25180209463749,-114.79341158664101,-151.9777598544187,37.18434826777769,9804.495898600002,9776.782470750008,-0.0029933563725201033,0.0
2018-11-19,0.007796702486393259,-0.1970026710164138,0.9174034148225378,0.026008817110775292,-0.306823369688827,0.8153622843096962,44.67729053448917,76.29116229046711,62.72305548806503,13.568106802402085,-106.03903955833084,-142.79001579520113,36.75097623687029,9803.991992400002,9769.502978600005,0.003220316631302614,1.0
2018-11-20,0.007586118474858312,0.5687439284522973,0.4325923508600357,0.001,-3.0,10.0,39.8166083771958,57.957097331993104,65.03907735191567,-7.081980019922561,-104.7284897634072,-135.17771058884233,30.449220825435134,9797.6220704,9767.942480550006,-0.008654994804936074,0.0
2018-11-21,0.007662828992630806,-0.19366046676594384,0.9270037417771525,0.007796702486393259,-0.1970026710164138,0.9174034148225378,39.67923632409195,51.34414486783305,61.86413483009779,-10.519989962264738,-102.70531179002319,-128.6832308290785,25.97791903905531,9787.55,9767.048437550005,-0.0002535938800718082,1.0
2018-11-22,0.007653623934193499,-0.19804388122491476,0.9145568163608638,0.007796702486393259,-0.1970026710164138,0.9174034148225378,38.12229918784732,33.74247749709276,47.68123989897301,-13.938762401880254,-102.08842509532042,-123.36426968232688,21.27584458700646,9765.2,9776.744433650005,-0.002755887206105677,0.0
2018-11-23,0.0090115868396783,-0.16234875435319585,0.9989768177173701,0.007796702486393259,-0.1970026710164138,0.9174034148225378,35.4396304170497,34.84336849645912,39.97666362046168,-5.133295124002558,-104.22371519952321,-119.53615878576615,15.312443586242935,9739.2419922,9785.650439500005,-0.004892191380571263,0.0
2018-11-26,0.01893698486111549,-0.010954844891943528,2.352682319167631,0.007796702486393259,-0.1970026710164138,0.9174034148225378,44.28597744293213,38.84630984256139,35.81071861203779,3.0355912305236004,-96.88643486293586,-115.00621400120009,18.119779138264235,9726.575976600001,9798.102441450003,0.010092429811828627,1.0
