Date,iv_call,skewness_call,iv_put,skewness_put,RSI,K,D,KDminus,macd,macd_signal,macd_hist,ma5,ma20,returns,returns_
2019-03-28,0.051172895999999995,-0.014956293,0.004874212,-0.051000845999999996,61.61024616206504,41.72277465803674,40.89971270406533,0.8230619539714112,113.87068718482078,120.13656331440806,-6.265876129587284,10551.342187600001,10432.627588000005,-0.0006110765628217577,1.0
2019-03-29,0.078821705,-0.003378558,0.044200800000000005,-0.040113759,67.80278451278501,59.053244291249236,44.483198641922996,14.57004564932624,116.7387291582636,119.45699648317917,-2.7182673249155727,10551.7361328,10445.221093850003,0.009895607938419307,1.0
2019-04-01,0.012127815,-0.11275350599999999,0.050560170999999994,-0.037790982,67.88852327375058,65.94467517047504,55.57356470658707,10.371110463887966,117.78223986499688,119.12204515954271,-1.339805294545826,10584.3660156,10459.858593850004,0.00014939566426127473,0.0
2019-04-02,0.043314591,-0.026471271,0.070924528,-0.001399969,70.46144527703201,80.60186352428566,68.53326099533672,12.068602528948944,121.06028630628498,119.50969338889117,1.5505929173938142,10610.5859376,10479.110595800003,0.004469147186145795,1.0
2019-04-03,0.070815264,-0.00264367,0.061630117000000005,-0.04650042099999999,71.20486594005004,75.4863919464751,74.010976880412,1.4754150660630927,123.37214901320476,120.28218451375389,3.089964499450872,10642.921875200002,10496.472070400003,0.0013162225598206997,0.0
2019-04-08,0.039285852999999996,-0.022031635,0.050936608,-0.0068842880000000006,75.75287219916207,87.78862276391949,81.29229274489349,6.496330019026004,131.45079769796394,122.5159071505959,8.934890547368042,10695.783984600002,10520.916601650002,0.00894594692219063,1.0
2019-04-09,0.006568037,-3.5856265460000003,0.052963384,-0.011325323,77.7836008237104,94.1180337928788,85.79768283442455,8.320350958454256,140.35292158832453,126.08331003814162,14.269611550182915,10737.895898600002,10551.409082100003,0.004713559025538765,0.0
2019-04-10,0.077461055,-0.009128944,0.062234452,-0.00011614,78.42259416463183,97.91963986264875,93.27543213981578,4.644207722832974,147.0474898945813,130.27614600942957,16.771343885151737,10782.997851600001,10582.302050850001,0.001523042427126644,0.0
2019-04-11,0.03836399,-0.049042157999999995,0.010142567,-0.10415611599999999,70.4841718346713,85.42141373833188,92.4863624646199,-7.064948726288023,145.88068946336352,133.39705470021636,12.483634763147165,10806.6917968,10605.574023500001,-0.005477742695048282,0.0
2019-04-12,0.040578349,-1.0387975459999998,0.037344801000000004,-0.044433137000000004,70.0322049325195,63.97331380572933,82.43812246890342,-18.464808663174082,143.02728432251206,135.3231006246755,7.704183697836555,10826.8757812,10627.1729981,-0.00032106180246448644,1.0
2019-04-15,0.000374456,-0.00596018,0.082106271,-0.054672264000000005,73.75229805505141,59.03366444568019,69.47613066324722,-10.44246621756703,144.76973150477897,137.2124268006962,7.557304704082782,10841.881640399999,10653.520459000001,0.006484975464201198,1.0
2019-04-16,0.020658864,-0.048014102,0.04916508,-0.041683111,76.1525745012707,72.29838519930767,65.10178781690583,7.196597382401848,148.65319033413653,139.50057950738426,9.152610826752266,10857.131640399999,10677.95092775,0.004792828831623174,0.0
2019-04-17,0.018610158999999998,-0.6046886029999999,0.049760217999999995,-0.052444027000000004,78.94312104821934,90.95662799057693,74.0962258785217,16.86040211205524,155.53872541315832,142.70820868853906,12.830516724619258,10882.955664,10702.1789063,0.006331588836776267,1.0
2019-04-18,0.026556954,2.5459820680000003,0.06513516,-0.00506161,74.1381181030721,84.14908627158951,82.4680331538248,1.681053117764705,156.3496674789094,145.43650044661314,10.913167032296258,10913.605663999999,10724.6638672,-0.003209601260201702,0.0
2019-04-19,0.035041496,-0.016668965,0.064255118,-0.008555851,74.45009672022866,68.17260398847013,81.09277275021229,-12.920168761742161,155.72021884690366,147.49324412667124,8.22697472023242,10946.245702999999,10745.510888699999,0.0005910000608481641,1.0
2019-04-22,0.07785316099999999,-0.015526232,0.013071621,-0.036328332000000005,75.40937131592936,56.03889746432609,69.45352924146201,-13.414631777135916,154.98489023952607,148.9915733492422,5.9933168902838645,10968.6677734,10764.418896500001,0.001749843523612562,1.0
2019-04-23,0.038769896,-0.033041622,0.08915123800000001,-0.005410118,77.25105286310678,57.56311631061263,60.591539254469716,-3.0284229438570875,155.67149259853795,150.32755719910136,5.343935399436589,10988.233789200001,10783.749365250002,0.003449697230642574,1.0
